2021-02-02 14:51:15,546 CARME Slurm ID: 25142
2021-02-02 14:51:15,547 gpu device = 0
2021-02-02 14:51:15,548 args = Namespace(arch='DARTS', auxiliary=True, auxiliary_weight=0.4, batch_size=96, cells=20, cutout=True, cutout_length=16, data='../data', drop_path_prob=0.2, epochs=600, gpu=0, grad_clip=5, init_channels=36, learning_rate=0.001, learning_rate_min=0.0001, momentum=0.9, plot_freq=1, report_freq=0, save='darts-pruning/darts-pruning-lr_0.001_edec_0_rho_0.9_rdec_0_mu_0.0005_time_20210202-145112', seed=0, use_lr_scheduler=True, weight_decay=0.0005)
2021-02-02 14:51:20,727 param size = 3.349394MB
2021-02-03 20:10:11,765 (JOBID 25142) epoch 216 lr 7.416130e-04: train_acc 94.526001, valid_acc 94.619995
2021-02-03 20:17:51,793 (JOBID 25142) epoch 217 lr 7.394784e-04: train_acc 94.430000, valid_acc 94.989998
2021-02-03 20:25:43,135 (JOBID 25142) epoch 218 lr 7.373387e-04: train_acc 94.601997, valid_acc 94.269997
2021-02-03 20:33:36,650 (JOBID 25142) epoch 219 lr 7.351938e-04: train_acc 94.461998, valid_acc 94.790001
2021-02-03 20:41:44,760 (JOBID 25142) epoch 220 lr 7.330438e-04: train_acc 94.449997, valid_acc 94.860001
2021-02-03 20:49:52,050 (JOBID 25142) epoch 221 lr 7.308888e-04: train_acc 94.323997, valid_acc 94.309998
2021-02-03 20:57:52,963 (JOBID 25142) epoch 222 lr 7.287288e-04: train_acc 94.413994, valid_acc 94.699997
2021-02-03 21:06:16,649 (JOBID 25142) epoch 223 lr 7.265640e-04: train_acc 94.528000, valid_acc 94.290001
2021-02-03 21:15:01,756 (JOBID 25142) epoch 224 lr 7.243943e-04: train_acc 94.486000, valid_acc 94.979996
2021-02-03 21:23:36,129 (JOBID 25142) epoch 225 lr 7.222198e-04: train_acc 94.463997, valid_acc 94.759995
2021-02-03 21:32:02,452 (JOBID 25142) epoch 226 lr 7.200406e-04: train_acc 94.445999, valid_acc 94.739998
2021-02-03 21:40:20,055 (JOBID 25142) epoch 227 lr 7.178568e-04: train_acc 94.512001, valid_acc 94.739998
2021-02-03 21:49:29,356 (JOBID 25142) epoch 228 lr 7.156683e-04: train_acc 94.365997, valid_acc 94.659996
2021-02-03 21:58:11,121 (JOBID 25142) epoch 229 lr 7.134753e-04: train_acc 94.493996, valid_acc 94.759995
2021-02-03 22:07:03,484 (JOBID 25142) epoch 230 lr 7.112779e-04: train_acc 94.236000, valid_acc 95.159996
2021-02-03 22:15:22,458 (JOBID 25142) epoch 231 lr 7.090760e-04: train_acc 94.599998, valid_acc 94.839996
2021-02-03 22:24:15,600 (JOBID 25142) epoch 232 lr 7.068697e-04: train_acc 94.445999, valid_acc 94.669998
2021-02-03 22:32:39,824 (JOBID 25142) epoch 233 lr 7.046592e-04: train_acc 94.493996, valid_acc 95.029999
2021-02-03 22:41:15,899 (JOBID 25142) epoch 234 lr 7.024444e-04: train_acc 94.393997, valid_acc 94.559998
2021-02-03 22:49:52,471 (JOBID 25142) epoch 235 lr 7.002254e-04: train_acc 94.573997, valid_acc 94.729996
2021-02-03 22:58:14,103 (JOBID 25142) epoch 236 lr 6.980023e-04: train_acc 94.453995, valid_acc 94.239998
2021-02-03 23:06:56,645 (JOBID 25142) epoch 237 lr 6.957751e-04: train_acc 94.431999, valid_acc 94.570000
2021-02-03 23:15:23,048 (JOBID 25142) epoch 238 lr 6.935440e-04: train_acc 94.585999, valid_acc 94.479996
2021-02-03 23:24:06,211 (JOBID 25142) epoch 239 lr 6.913089e-04: train_acc 94.523994, valid_acc 94.979996
2021-02-03 23:32:38,294 (JOBID 25142) epoch 240 lr 6.890699e-04: train_acc 94.351997, valid_acc 94.519997
2021-02-03 23:41:12,634 (JOBID 25142) epoch 241 lr 6.868272e-04: train_acc 94.475998, valid_acc 95.119995
2021-02-03 23:50:09,071 (JOBID 25142) epoch 242 lr 6.845806e-04: train_acc 94.591995, valid_acc 94.500000
2021-02-03 23:58:50,287 (JOBID 25142) epoch 243 lr 6.823304e-04: train_acc 94.633995, valid_acc 95.180000
2021-02-04 00:08:26,406 (JOBID 25142) epoch 244 lr 6.800766e-04: train_acc 94.617996, valid_acc 94.979996
2021-02-04 00:17:13,238 (JOBID 25142) epoch 245 lr 6.778192e-04: train_acc 94.461998, valid_acc 94.369995
2021-02-04 00:26:06,066 (JOBID 25142) epoch 246 lr 6.755583e-04: train_acc 94.579994, valid_acc 94.759995
2021-02-04 00:34:39,380 (JOBID 25142) epoch 247 lr 6.732939e-04: train_acc 94.445999, valid_acc 94.919998
2021-02-04 00:43:23,672 (JOBID 25142) epoch 248 lr 6.710262e-04: train_acc 94.528000, valid_acc 94.750000
2021-02-04 00:51:39,463 (JOBID 25142) epoch 249 lr 6.687552e-04: train_acc 94.498001, valid_acc 95.070000
2021-02-04 01:00:17,601 (JOBID 25142) epoch 250 lr 6.664809e-04: train_acc 94.467995, valid_acc 94.629997
2021-02-04 01:08:54,996 (JOBID 25142) epoch 251 lr 6.642034e-04: train_acc 94.621994, valid_acc 94.989998
2021-02-04 01:17:37,428 (JOBID 25142) epoch 252 lr 6.619227e-04: train_acc 94.477997, valid_acc 95.059998
2021-02-04 01:26:19,633 (JOBID 25142) epoch 253 lr 6.596390e-04: train_acc 94.500000, valid_acc 94.610001
2021-02-04 01:34:38,774 (JOBID 25142) epoch 254 lr 6.573523e-04: train_acc 94.723999, valid_acc 94.930000
2021-02-04 01:43:51,783 (JOBID 25142) epoch 255 lr 6.550627e-04: train_acc 94.529999, valid_acc 94.540001
2021-02-04 01:52:54,003 (JOBID 25142) epoch 256 lr 6.527702e-04: train_acc 94.643997, valid_acc 94.839996
2021-02-04 02:01:41,147 (JOBID 25142) epoch 257 lr 6.504748e-04: train_acc 94.570000, valid_acc 95.089996
2021-02-04 02:10:36,966 (JOBID 25142) epoch 258 lr 6.481767e-04: train_acc 94.769997, valid_acc 94.290001
2021-02-04 02:19:44,332 (JOBID 25142) epoch 259 lr 6.458760e-04: train_acc 94.545998, valid_acc 94.849998
2021-02-04 02:29:10,634 (JOBID 25142) epoch 260 lr 6.435725e-04: train_acc 94.577995, valid_acc 95.199997
2021-02-04 02:38:18,151 (JOBID 25142) epoch 261 lr 6.412666e-04: train_acc 94.657997, valid_acc 95.149994
2021-02-04 02:46:56,895 (JOBID 25142) epoch 262 lr 6.389581e-04: train_acc 94.505997, valid_acc 95.489998
2021-02-04 02:55:04,990 (JOBID 25142) epoch 263 lr 6.366472e-04: train_acc 94.542000, valid_acc 94.809998
2021-02-04 03:03:05,586 (JOBID 25142) epoch 264 lr 6.343339e-04: train_acc 94.692001, valid_acc 95.110001
2021-02-04 03:11:01,449 (JOBID 25142) epoch 265 lr 6.320183e-04: train_acc 94.526001, valid_acc 95.159996
2021-02-04 03:19:15,913 (JOBID 25142) epoch 266 lr 6.297004e-04: train_acc 94.498001, valid_acc 95.309998
2021-02-04 03:27:09,964 (JOBID 25142) epoch 267 lr 6.273804e-04: train_acc 94.439995, valid_acc 94.979996
2021-02-04 03:35:58,279 (JOBID 25142) epoch 268 lr 6.250582e-04: train_acc 94.549995, valid_acc 94.979996
2021-02-04 03:44:06,416 (JOBID 25142) epoch 269 lr 6.227340e-04: train_acc 94.484001, valid_acc 94.989998
2021-02-04 03:52:19,080 (JOBID 25142) epoch 270 lr 6.204078e-04: train_acc 94.579994, valid_acc 94.979996
2021-02-04 04:00:21,452 (JOBID 25142) epoch 271 lr 6.180797e-04: train_acc 94.701996, valid_acc 94.189995
2021-02-04 04:09:00,390 (JOBID 25142) epoch 272 lr 6.157496e-04: train_acc 94.751999, valid_acc 94.479996
2021-02-04 04:17:28,351 (JOBID 25142) epoch 273 lr 6.134178e-04: train_acc 94.563995, valid_acc 95.169998
2021-02-04 04:25:35,957 (JOBID 25142) epoch 274 lr 6.110843e-04: train_acc 94.605995, valid_acc 94.879997
2021-02-04 04:33:44,391 (JOBID 25142) epoch 275 lr 6.087491e-04: train_acc 94.329994, valid_acc 94.820000
2021-02-04 04:42:29,196 (JOBID 25142) epoch 276 lr 6.064122e-04: train_acc 94.495995, valid_acc 94.519997
2021-02-04 04:50:39,952 (JOBID 25142) epoch 277 lr 6.040739e-04: train_acc 94.725998, valid_acc 95.139999
2021-02-04 04:58:51,228 (JOBID 25142) epoch 278 lr 6.017340e-04: train_acc 94.645996, valid_acc 95.389999
2021-02-04 05:07:39,060 (JOBID 25142) epoch 279 lr 5.993927e-04: train_acc 94.587997, valid_acc 95.239998
2021-02-04 05:16:01,160 (JOBID 25142) epoch 280 lr 5.970501e-04: train_acc 94.531998, valid_acc 95.309998
2021-02-04 05:25:22,280 (JOBID 25142) epoch 281 lr 5.947062e-04: train_acc 94.681999, valid_acc 95.110001
2021-02-04 05:33:50,557 (JOBID 25142) epoch 282 lr 5.923610e-04: train_acc 94.579994, valid_acc 95.339996
2021-02-04 05:42:17,625 (JOBID 25142) epoch 283 lr 5.900147e-04: train_acc 94.619995, valid_acc 95.339996
2021-02-04 05:50:35,469 (JOBID 25142) epoch 284 lr 5.876673e-04: train_acc 94.617996, valid_acc 95.229996
2021-02-04 05:58:51,033 (JOBID 25142) epoch 285 lr 5.853189e-04: train_acc 94.425995, valid_acc 95.059998
2021-02-04 06:07:19,272 (JOBID 25142) epoch 286 lr 5.829695e-04: train_acc 94.729996, valid_acc 94.649994
2021-02-04 06:16:08,961 (JOBID 25142) epoch 287 lr 5.806192e-04: train_acc 94.629997, valid_acc 95.099998
2021-02-04 06:24:46,556 (JOBID 25142) epoch 288 lr 5.782680e-04: train_acc 94.627998, valid_acc 95.139999
2021-02-04 06:33:37,273 (JOBID 25142) epoch 289 lr 5.759161e-04: train_acc 94.694000, valid_acc 95.360001
2021-02-04 06:42:25,011 (JOBID 25142) epoch 290 lr 5.735635e-04: train_acc 94.517998, valid_acc 95.019997
2021-02-04 06:50:47,138 (JOBID 25142) epoch 291 lr 5.712102e-04: train_acc 94.643997, valid_acc 95.470001
2021-02-04 06:59:13,263 (JOBID 25142) epoch 292 lr 5.688563e-04: train_acc 94.571999, valid_acc 94.930000
2021-02-04 07:07:21,365 (JOBID 25142) epoch 293 lr 5.665019e-04: train_acc 94.671997, valid_acc 95.309998
2021-02-04 07:16:14,917 (JOBID 25142) epoch 294 lr 5.641471e-04: train_acc 94.722000, valid_acc 95.180000
2021-02-04 07:24:42,628 (JOBID 25142) epoch 295 lr 5.617919e-04: train_acc 94.981995, valid_acc 94.860001
2021-02-04 07:33:20,796 (JOBID 25142) epoch 296 lr 5.594364e-04: train_acc 94.573997, valid_acc 94.939995
2021-02-04 07:41:13,261 (JOBID 25142) epoch 297 lr 5.570806e-04: train_acc 94.835999, valid_acc 95.389999
2021-02-04 07:49:24,968 (JOBID 25142) epoch 298 lr 5.547246e-04: train_acc 94.737999, valid_acc 95.180000
2021-02-04 07:57:24,774 (JOBID 25142) epoch 299 lr 5.523685e-04: train_acc 94.495995, valid_acc 95.199997
2021-02-04 08:06:15,241 (JOBID 25142) epoch 300 lr 5.500123e-04: train_acc 94.647995, valid_acc 94.869995
2021-02-04 08:14:59,591 (JOBID 25142) epoch 301 lr 5.476561e-04: train_acc 94.769997, valid_acc 95.529999
2021-02-04 08:23:52,860 (JOBID 25142) epoch 302 lr 5.453000e-04: train_acc 94.781998, valid_acc 95.419998
2021-02-04 08:32:34,221 (JOBID 25142) epoch 303 lr 5.429440e-04: train_acc 94.624001, valid_acc 95.239998
2021-02-04 08:40:50,259 (JOBID 25142) epoch 304 lr 5.405882e-04: train_acc 94.561996, valid_acc 95.409996
2021-02-04 08:49:12,230 (JOBID 25142) epoch 305 lr 5.382326e-04: train_acc 94.621994, valid_acc 95.369995
2021-02-04 08:58:06,602 (JOBID 25142) epoch 306 lr 5.358774e-04: train_acc 94.659996, valid_acc 95.570000
2021-02-04 09:06:21,574 (JOBID 25142) epoch 307 lr 5.335226e-04: train_acc 94.557999, valid_acc 95.000000
2021-02-04 09:14:27,589 (JOBID 25142) epoch 308 lr 5.311682e-04: train_acc 94.584000, valid_acc 95.089996
2021-02-04 09:22:44,562 (JOBID 25142) epoch 309 lr 5.288144e-04: train_acc 94.795998, valid_acc 95.169998
2021-02-04 09:31:40,743 (JOBID 25142) epoch 310 lr 5.264611e-04: train_acc 94.771996, valid_acc 95.250000
2021-02-04 09:40:55,504 (JOBID 25142) epoch 311 lr 5.241085e-04: train_acc 94.811996, valid_acc 95.070000
2021-02-04 09:49:57,331 (JOBID 25142) epoch 312 lr 5.217565e-04: train_acc 94.661995, valid_acc 95.379997
2021-02-04 09:59:12,351 (JOBID 25142) epoch 313 lr 5.194054e-04: train_acc 94.764000, valid_acc 95.110001
2021-02-04 10:08:13,698 (JOBID 25142) epoch 314 lr 5.170551e-04: train_acc 94.741997, valid_acc 95.449997
2021-02-04 10:17:57,757 (JOBID 25142) epoch 315 lr 5.147057e-04: train_acc 94.722000, valid_acc 95.419998
2021-02-04 10:27:12,158 (JOBID 25142) epoch 316 lr 5.123572e-04: train_acc 94.591995, valid_acc 95.369995
2021-02-04 10:36:35,489 (JOBID 25142) epoch 317 lr 5.100098e-04: train_acc 94.734001, valid_acc 95.059998
2021-02-04 10:45:15,691 (JOBID 25142) epoch 318 lr 5.076635e-04: train_acc 94.722000, valid_acc 95.369995
2021-02-04 10:53:21,533 (JOBID 25142) epoch 319 lr 5.053184e-04: train_acc 94.669998, valid_acc 95.309998
2021-02-04 11:01:04,773 (JOBID 25142) epoch 320 lr 5.029745e-04: train_acc 94.666000, valid_acc 95.199997
2021-02-04 11:08:43,186 (JOBID 25142) epoch 321 lr 5.006318e-04: train_acc 94.487999, valid_acc 95.389999
2021-02-04 11:16:28,398 (JOBID 25142) epoch 322 lr 4.982905e-04: train_acc 94.723999, valid_acc 95.279999
2021-02-04 11:25:11,265 (JOBID 25142) epoch 323 lr 4.959507e-04: train_acc 94.669998, valid_acc 95.689995
2021-02-04 11:33:32,406 (JOBID 25142) epoch 324 lr 4.936123e-04: train_acc 94.635994, valid_acc 95.149994
2021-02-04 11:42:02,086 (JOBID 25142) epoch 325 lr 4.912755e-04: train_acc 94.706001, valid_acc 95.199997
2021-02-04 11:50:40,789 (JOBID 25142) epoch 326 lr 4.889403e-04: train_acc 94.751999, valid_acc 95.470001
2021-02-04 11:59:40,027 (JOBID 25142) epoch 327 lr 4.866067e-04: train_acc 94.717995, valid_acc 95.839996
2021-02-04 12:07:41,904 (JOBID 25142) epoch 328 lr 4.842749e-04: train_acc 94.849998, valid_acc 95.689995
2021-02-04 12:15:24,987 (JOBID 25142) epoch 329 lr 4.819449e-04: train_acc 94.565994, valid_acc 95.399994
2021-02-04 12:23:16,708 (JOBID 25142) epoch 330 lr 4.796168e-04: train_acc 94.793999, valid_acc 95.269997
2021-02-04 12:31:57,276 (JOBID 25142) epoch 331 lr 4.772905e-04: train_acc 94.773994, valid_acc 95.489998
2021-02-04 12:40:11,417 (JOBID 25142) epoch 332 lr 4.749663e-04: train_acc 94.699997, valid_acc 95.279999
2021-02-04 12:49:11,658 (JOBID 25142) epoch 333 lr 4.726442e-04: train_acc 94.765999, valid_acc 95.619995
2021-02-04 12:57:45,286 (JOBID 25142) epoch 334 lr 4.703241e-04: train_acc 94.792000, valid_acc 95.470001
2021-02-04 13:06:28,940 (JOBID 25142) epoch 335 lr 4.680063e-04: train_acc 94.717995, valid_acc 95.500000
2021-02-04 13:14:53,040 (JOBID 25142) epoch 336 lr 4.656907e-04: train_acc 94.911995, valid_acc 95.269997
2021-02-04 13:23:14,088 (JOBID 25142) epoch 337 lr 4.633774e-04: train_acc 94.667999, valid_acc 95.669998
2021-02-04 13:31:13,307 (JOBID 25142) epoch 338 lr 4.610665e-04: train_acc 94.841995, valid_acc 95.309998
2021-02-04 13:38:54,348 (JOBID 25142) epoch 339 lr 4.587580e-04: train_acc 94.767998, valid_acc 95.589996
2021-02-04 13:47:02,785 (JOBID 25142) epoch 340 lr 4.564520e-04: train_acc 94.783997, valid_acc 95.540001
2021-02-04 13:55:03,249 (JOBID 25142) epoch 341 lr 4.541486e-04: train_acc 94.935997, valid_acc 95.659996
2021-02-04 14:03:27,469 (JOBID 25142) epoch 342 lr 4.518478e-04: train_acc 94.731995, valid_acc 95.649994
2021-02-04 14:12:36,406 (JOBID 25142) epoch 343 lr 4.495497e-04: train_acc 94.661995, valid_acc 95.239998
2021-02-04 14:21:11,026 (JOBID 25142) epoch 344 lr 4.472544e-04: train_acc 94.795998, valid_acc 95.470001
2021-02-04 14:30:32,910 (JOBID 25142) epoch 345 lr 4.449618e-04: train_acc 94.785995, valid_acc 95.029999
2021-02-04 14:39:26,529 (JOBID 25142) epoch 346 lr 4.426722e-04: train_acc 94.678001, valid_acc 95.360001
2021-02-04 14:47:45,704 (JOBID 25142) epoch 347 lr 4.403855e-04: train_acc 94.720001, valid_acc 95.559998
2021-02-04 14:56:02,012 (JOBID 25142) epoch 348 lr 4.381018e-04: train_acc 94.717995, valid_acc 95.189995
2021-02-04 15:04:54,519 (JOBID 25142) epoch 349 lr 4.358212e-04: train_acc 94.699997, valid_acc 95.610001
2021-02-04 15:12:39,717 (JOBID 25142) epoch 350 lr 4.335437e-04: train_acc 94.942001, valid_acc 95.629997
2021-02-04 15:20:30,846 (JOBID 25142) epoch 351 lr 4.312694e-04: train_acc 94.755997, valid_acc 95.629997
2021-02-04 15:28:25,889 (JOBID 25142) epoch 352 lr 4.289983e-04: train_acc 94.645996, valid_acc 95.639999
2021-02-04 15:37:28,212 (JOBID 25142) epoch 353 lr 4.267306e-04: train_acc 94.790001, valid_acc 95.649994
2021-02-04 15:46:47,384 (JOBID 25142) epoch 354 lr 4.244663e-04: train_acc 94.785995, valid_acc 95.279999
2021-02-04 15:55:49,741 (JOBID 25142) epoch 355 lr 4.222053e-04: train_acc 94.671997, valid_acc 95.729996
2021-02-04 16:05:25,338 (JOBID 25142) epoch 356 lr 4.199479e-04: train_acc 94.783997, valid_acc 95.680000
2021-02-04 16:15:19,677 (JOBID 25142) epoch 357 lr 4.176941e-04: train_acc 94.729996, valid_acc 95.820000
2021-02-04 16:24:45,444 (JOBID 25142) epoch 358 lr 4.154439e-04: train_acc 94.793999, valid_acc 95.470001
2021-02-04 16:33:10,961 (JOBID 25142) epoch 359 lr 4.131974e-04: train_acc 94.737999, valid_acc 95.629997
2021-02-04 16:41:25,794 (JOBID 25142) epoch 360 lr 4.109546e-04: train_acc 94.809998, valid_acc 95.479996
2021-02-04 16:49:30,034 (JOBID 25142) epoch 361 lr 4.087156e-04: train_acc 94.731995, valid_acc 95.599998
2021-02-04 16:57:38,208 (JOBID 25142) epoch 362 lr 4.064806e-04: train_acc 94.603996, valid_acc 95.489998
2021-02-04 17:05:19,551 (JOBID 25142) epoch 363 lr 4.042494e-04: train_acc 94.815994, valid_acc 95.759995
2021-02-04 17:13:01,289 (JOBID 25142) epoch 364 lr 4.020223e-04: train_acc 94.629997, valid_acc 95.239998
2021-02-04 17:21:11,127 (JOBID 25142) epoch 365 lr 3.997992e-04: train_acc 94.885994, valid_acc 95.589996
2021-02-04 17:29:45,707 (JOBID 25142) epoch 366 lr 3.975802e-04: train_acc 94.755997, valid_acc 95.610001
2021-02-04 17:38:40,578 (JOBID 25142) epoch 367 lr 3.953654e-04: train_acc 94.773994, valid_acc 95.459999
2021-02-04 17:46:50,859 (JOBID 25142) epoch 368 lr 3.931548e-04: train_acc 94.989998, valid_acc 95.750000
2021-02-04 17:55:30,796 (JOBID 25142) epoch 369 lr 3.909486e-04: train_acc 94.593994, valid_acc 95.540001
2021-02-04 18:04:07,037 (JOBID 25142) epoch 370 lr 3.887467e-04: train_acc 94.619995, valid_acc 95.470001
2021-02-04 18:12:13,879 (JOBID 25142) epoch 371 lr 3.865492e-04: train_acc 94.820000, valid_acc 95.629997
2021-02-04 18:20:49,604 (JOBID 25142) epoch 372 lr 3.843562e-04: train_acc 94.785995, valid_acc 95.339996
2021-02-04 18:28:47,939 (JOBID 25142) epoch 373 lr 3.821677e-04: train_acc 94.807999, valid_acc 95.750000
2021-02-04 18:36:59,320 (JOBID 25142) epoch 374 lr 3.799839e-04: train_acc 94.874001, valid_acc 95.629997
2021-02-04 18:45:10,370 (JOBID 25142) epoch 375 lr 3.778047e-04: train_acc 94.545998, valid_acc 95.629997
2021-02-04 18:53:37,036 (JOBID 25142) epoch 376 lr 3.756302e-04: train_acc 94.701996, valid_acc 95.889999
2021-02-04 19:01:37,505 (JOBID 25142) epoch 377 lr 3.734605e-04: train_acc 94.643997, valid_acc 95.689995
2021-02-04 19:09:37,235 (JOBID 25142) epoch 378 lr 3.712957e-04: train_acc 94.857994, valid_acc 95.720001
2021-02-04 19:17:16,486 (JOBID 25142) epoch 379 lr 3.691357e-04: train_acc 94.703995, valid_acc 95.610001
2021-02-04 19:25:22,896 (JOBID 25142) epoch 380 lr 3.669807e-04: train_acc 94.771996, valid_acc 95.680000
2021-02-04 19:33:18,863 (JOBID 25142) epoch 381 lr 3.648308e-04: train_acc 94.706001, valid_acc 95.699997
2021-02-04 19:42:23,270 (JOBID 25142) epoch 382 lr 3.626859e-04: train_acc 94.848000, valid_acc 95.970001
2021-02-04 19:50:55,228 (JOBID 25142) epoch 383 lr 3.605461e-04: train_acc 94.765999, valid_acc 95.799995
2021-02-04 19:59:03,784 (JOBID 25142) epoch 384 lr 3.584116e-04: train_acc 94.720001, valid_acc 95.769997
2021-02-04 20:07:01,208 (JOBID 25142) epoch 385 lr 3.562822e-04: train_acc 94.759995, valid_acc 95.739998
2021-02-04 20:14:58,465 (JOBID 25142) epoch 386 lr 3.541582e-04: train_acc 94.706001, valid_acc 95.699997
2021-02-04 20:23:33,599 (JOBID 25142) epoch 387 lr 3.520396e-04: train_acc 94.655998, valid_acc 95.680000
2021-02-04 20:31:45,849 (JOBID 25142) epoch 388 lr 3.499264e-04: train_acc 94.659996, valid_acc 95.739998
2021-02-04 20:39:55,616 (JOBID 25142) epoch 389 lr 3.478187e-04: train_acc 94.653999, valid_acc 95.559998
2021-02-04 20:47:46,482 (JOBID 25142) epoch 390 lr 3.457165e-04: train_acc 94.734001, valid_acc 95.430000
2021-02-04 20:56:17,347 (JOBID 25142) epoch 391 lr 3.436199e-04: train_acc 94.671997, valid_acc 95.659996
2021-02-04 21:04:26,260 (JOBID 25142) epoch 392 lr 3.415290e-04: train_acc 94.663994, valid_acc 95.959999
2021-02-04 21:12:55,045 (JOBID 25142) epoch 393 lr 3.394438e-04: train_acc 94.877998, valid_acc 95.779999
2021-02-04 21:20:59,056 (JOBID 25142) epoch 394 lr 3.373644e-04: train_acc 94.739998, valid_acc 95.619995
2021-02-04 21:29:33,978 (JOBID 25142) epoch 395 lr 3.352908e-04: train_acc 94.759995, valid_acc 95.599998
2021-02-04 21:37:31,556 (JOBID 25142) epoch 396 lr 3.332231e-04: train_acc 94.675995, valid_acc 95.909996
2021-02-04 21:45:30,524 (JOBID 25142) epoch 397 lr 3.311613e-04: train_acc 94.551994, valid_acc 95.809998
2021-02-04 21:53:42,765 (JOBID 25142) epoch 398 lr 3.291055e-04: train_acc 94.855995, valid_acc 95.899994
2021-02-04 22:01:45,647 (JOBID 25142) epoch 399 lr 3.270558e-04: train_acc 94.624001, valid_acc 95.570000
2021-02-04 22:10:28,370 (JOBID 25142) epoch 400 lr 3.250122e-04: train_acc 94.647995, valid_acc 95.739998
2021-02-04 22:19:22,303 (JOBID 25142) epoch 401 lr 3.229748e-04: train_acc 94.681999, valid_acc 95.769997
2021-02-04 22:27:50,662 (JOBID 25142) epoch 402 lr 3.209436e-04: train_acc 94.647995, valid_acc 96.000000
2021-02-04 22:36:27,919 (JOBID 25142) epoch 403 lr 3.189187e-04: train_acc 94.834000, valid_acc 95.919998
2021-02-04 22:45:31,829 (JOBID 25142) epoch 404 lr 3.169001e-04: train_acc 94.695999, valid_acc 95.639999
2021-02-04 22:54:05,078 (JOBID 25142) epoch 405 lr 3.148879e-04: train_acc 94.598000, valid_acc 95.869995
2021-02-04 23:03:08,182 (JOBID 25142) epoch 406 lr 3.128821e-04: train_acc 94.771996, valid_acc 95.860001
2021-02-04 23:11:56,318 (JOBID 25142) epoch 407 lr 3.108829e-04: train_acc 94.731995, valid_acc 95.839996
2021-02-04 23:20:26,972 (JOBID 25142) epoch 408 lr 3.088902e-04: train_acc 94.916000, valid_acc 95.750000
2021-02-04 23:29:34,484 (JOBID 25142) epoch 409 lr 3.069041e-04: train_acc 94.755997, valid_acc 95.820000
2021-02-04 23:38:35,401 (JOBID 25142) epoch 410 lr 3.049247e-04: train_acc 94.871994, valid_acc 95.939995
2021-02-04 23:48:02,924 (JOBID 25142) epoch 411 lr 3.029520e-04: train_acc 94.643997, valid_acc 95.949997
2021-02-04 23:56:48,351 (JOBID 25142) epoch 412 lr 3.009860e-04: train_acc 94.776001, valid_acc 95.889999
2021-02-05 00:05:58,993 (JOBID 25142) epoch 413 lr 2.990269e-04: train_acc 94.605995, valid_acc 95.829994
2021-02-05 00:14:50,793 (JOBID 25142) epoch 414 lr 2.970747e-04: train_acc 94.652000, valid_acc 95.970001
2021-02-05 00:23:38,007 (JOBID 25142) epoch 415 lr 2.951294e-04: train_acc 94.741997, valid_acc 95.930000
2021-02-05 00:32:22,359 (JOBID 25142) epoch 416 lr 2.931911e-04: train_acc 94.573997, valid_acc 95.959999
2021-02-05 00:41:39,712 (JOBID 25142) epoch 417 lr 2.912599e-04: train_acc 94.667999, valid_acc 96.019997
2021-02-05 00:50:31,295 (JOBID 25142) epoch 418 lr 2.893357e-04: train_acc 94.627998, valid_acc 95.680000
2021-02-05 00:58:41,986 (JOBID 25142) epoch 419 lr 2.874187e-04: train_acc 94.625999, valid_acc 95.989998
2021-02-05 01:07:19,705 (JOBID 25142) epoch 420 lr 2.855088e-04: train_acc 94.853996, valid_acc 95.559998
2021-02-05 01:15:22,369 (JOBID 25142) epoch 421 lr 2.836063e-04: train_acc 94.939995, valid_acc 95.680000
2021-02-05 01:23:48,859 (JOBID 25142) epoch 422 lr 2.817110e-04: train_acc 94.839996, valid_acc 96.259995
2021-02-05 01:32:10,409 (JOBID 25142) epoch 423 lr 2.798231e-04: train_acc 94.737999, valid_acc 95.970001
2021-02-05 01:40:41,501 (JOBID 25142) epoch 424 lr 2.779426e-04: train_acc 94.759995, valid_acc 95.930000
2021-02-05 01:49:26,181 (JOBID 25142) epoch 425 lr 2.760696e-04: train_acc 94.694000, valid_acc 95.970001
2021-02-05 01:57:45,059 (JOBID 25142) epoch 426 lr 2.742040e-04: train_acc 94.680000, valid_acc 95.889999
2021-02-05 02:06:08,894 (JOBID 25142) epoch 427 lr 2.723461e-04: train_acc 94.683998, valid_acc 96.059998
2021-02-05 02:14:14,973 (JOBID 25142) epoch 428 lr 2.704957e-04: train_acc 94.547997, valid_acc 95.909996
2021-02-05 02:22:23,542 (JOBID 25142) epoch 429 lr 2.686530e-04: train_acc 94.781998, valid_acc 95.879997
2021-02-05 02:31:00,249 (JOBID 25142) epoch 430 lr 2.668180e-04: train_acc 94.655998, valid_acc 95.699997
2021-02-05 02:39:42,923 (JOBID 25142) epoch 431 lr 2.649908e-04: train_acc 94.661995, valid_acc 95.779999
2021-02-05 02:49:06,364 (JOBID 25142) epoch 432 lr 2.631714e-04: train_acc 94.507996, valid_acc 96.119995
2021-02-05 02:58:27,205 (JOBID 25142) epoch 433 lr 2.613599e-04: train_acc 94.771996, valid_acc 96.159996
2021-02-05 03:07:20,613 (JOBID 25142) epoch 434 lr 2.595562e-04: train_acc 94.715996, valid_acc 95.879997
2021-02-05 03:16:19,025 (JOBID 25142) epoch 435 lr 2.577606e-04: train_acc 94.561996, valid_acc 95.949997
